trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_649,intermediate_case2,intermediate_case2/3_12_649.txt,3,A,"[[6, 10], [2, 9], [4, 10]]","[221, 193, 219]","[[6, 6], [3, 9], [10, 12]]","[125, 194, 273]","[[8, 7], [2, 9], [5, 8]]","[151, 193, 172]","[[7, 9], [1, 10], [4, 10]]","[198, 216, 219]"
3_12_65,intermediate_case2,intermediate_case2/3_12_65.txt,3,C,"[[8, 11], [6, 6], [2, 8]]","[247, 125, 169]","[[9, 12], [9, 7], [7, 10]]","[272, 152, 222]","[[10, 8], [10, 6], [10, 7]]","[177, 129, 153]","[[9, 8], [11, 7], [10, 8]]","[176, 154, 177]"
3_12_650,intermediate_case2,intermediate_case2/3_12_650.txt,3,D,"[[2, 8], [6, 6], [7, 9]]","[169, 125, 198]","[[1, 11], [5, 5], [3, 8]]","[240, 100, 170]","[[4, 10], [7, 3], [6, 7]]","[219, 54, 149]","[[5, 9], [6, 4], [6, 7]]","[196, 77, 149]"
3_12_652,intermediate_case2,intermediate_case2/3_12_652.txt,3,B,"[[6, 6], [5, 6], [12, 2]]","[125, 124, 35]","[[4, 7], [5, 7], [5, 7]]","[147, 148, 148]","[[5, 5], [6, 5], [7, 5]]","[100, 101, 102]","[[5, 7], [5, 6], [5, 7]]","[148, 124, 148]"
3_12_654,intermediate_case2,intermediate_case2/3_12_654.txt,3,D,"[[9, 9], [9, 10], [6, 6]]","[200, 224, 125]","[[11, 10], [9, 10], [10, 10]]","[226, 224, 225]","[[9, 10], [11, 7], [10, 9]]","[224, 154, 201]","[[9, 9], [11, 6], [10, 8]]","[200, 130, 177]"
3_12_656,intermediate_case2,intermediate_case2/3_12_656.txt,3,D,"[[2, 3], [6, 6], [3, 3]]","[49, 125, 50]","[[1, 3], [7, 5], [4, 4]]","[48, 102, 75]","[[1, 2], [11, 8], [6, 5]]","[24, 178, 101]","[[1, 3], [12, 9], [7, 6]]","[48, 203, 126]"
3_12_657,intermediate_case2,intermediate_case2/3_12_657.txt,3,D,"[[10, 5], [12, 9], [6, 6]]","[105, 203, 125]","[[11, 8], [9, 12], [10, 10]]","[178, 272, 225]","[[11, 10], [9, 11], [10, 11]]","[226, 248, 249]","[[12, 10], [9, 12], [11, 11]]","[227, 272, 250]"
3_12_658,intermediate_case2,intermediate_case2/3_12_658.txt,3,C,"[[6, 6], [2, 9], [4, 11]]","[125, 193, 243]","[[7, 6], [5, 7], [6, 7]]","[126, 148, 149]","[[3, 6], [8, 3], [6, 5]]","[122, 55, 101]","[[4, 6], [7, 4], [6, 5]]","[123, 78, 101]"
3_12_659,intermediate_case2,intermediate_case2/3_12_659.txt,3,D,"[[8, 10], [6, 6], [7, 2]]","[223, 125, 30]","[[6, 9], [9, 6], [8, 7]]","[197, 128, 151]","[[9, 8], [9, 4], [9, 6]]","[176, 80, 128]","[[8, 9], [9, 5], [9, 7]]","[199, 104, 152]"
3_12_660,intermediate_case2,intermediate_case2/3_12_660.txt,3,D,"[[9, 5], [2, 2], [6, 6]]","[104, 25, 125]","[[9, 9], [3, 2], [6, 6]]","[200, 26, 125]","[[7, 10], [3, 1], [5, 5]]","[222, 2, 100]","[[8, 10], [2, 1], [5, 6]]","[223, 1, 124]"
3_12_661,intermediate_case2,intermediate_case2/3_12_661.txt,3,D,"[[6, 6], [8, 8], [4, 5]]","[125, 175, 99]","[[7, 7], [12, 5], [9, 6]]","[150, 107, 128]","[[6, 8], [12, 4], [10, 6]]","[173, 83, 129]","[[7, 8], [12, 5], [10, 7]]","[174, 107, 153]"
3_12_662,intermediate_case2,intermediate_case2/3_12_662.txt,3,B,"[[5, 2], [6, 6], [7, 9]]","[28, 125, 198]","[[10, 1], [4, 7], [7, 4]]","[9, 147, 78]","[[7, 1], [7, 5], [7, 4]]","[6, 102, 78]","[[9, 1], [5, 6], [7, 3]]","[8, 124, 54]"
3_12_663,intermediate_case2,intermediate_case2/3_12_663.txt,3,B,"[[12, 4], [5, 10], [6, 6]]","[83, 220, 125]","[[11, 3], [6, 12], [9, 8]]","[58, 269, 176]","[[12, 4], [3, 12], [8, 8]]","[83, 266, 175]","[[12, 4], [5, 12], [9, 8]]","[83, 268, 176]"
3_12_664,intermediate_case2,intermediate_case2/3_12_664.txt,3,A,"[[5, 3], [4, 8], [5, 6]]","[52, 171, 124]","[[6, 6], [5, 7], [4, 4]]","[125, 148, 75]","[[5, 5], [5, 7], [5, 6]]","[100, 148, 124]","[[6, 4], [4, 7], [5, 6]]","[77, 147, 124]"
3_12_665,intermediate_case2,intermediate_case2/3_12_665.txt,3,C,"[[6, 3], [6, 6], [12, 10]]","[53, 125, 227]","[[5, 7], [7, 6], [7, 7]]","[148, 126, 150]","[[3, 10], [6, 8], [5, 9]]","[218, 173, 196]","[[2, 10], [6, 7], [4, 9]]","[217, 149, 195]"
3_12_666,intermediate_case2,intermediate_case2/3_12_666.txt,3,D,"[[4, 11], [7, 6], [6, 6]]","[243, 126, 125]","[[5, 9], [9, 3], [7, 6]]","[196, 56, 126]","[[6, 9], [9, 3], [8, 6]]","[197, 56, 127]","[[5, 9], [10, 2], [8, 6]]","[196, 33, 127]"
3_12_668,intermediate_case2,intermediate_case2/3_12_668.txt,3,A,"[[10, 4], [7, 4], [9, 4]]","[81, 78, 80]","[[8, 7], [6, 6], [2, 7]]","[151, 125, 145]","[[11, 4], [7, 4], [7, 4]]","[82, 78, 78]","[[10, 5], [7, 3], [9, 4]]","[105, 54, 80]"
3_12_669,intermediate_case2,intermediate_case2/3_12_669.txt,3,C,"[[3, 10], [8, 5], [6, 6]]","[218, 103, 125]","[[5, 11], [7, 5], [6, 8]]","[244, 102, 173]","[[4, 11], [5, 6], [5, 9]]","[243, 124, 196]","[[5, 10], [6, 6], [6, 8]]","[220, 125, 173]"
3_12_67,intermediate_case2,intermediate_case2/3_12_67.txt,3,A,"[[6, 9], [9, 1], [8, 5]]","[197, 8, 103]","[[6, 6], [11, 1], [3, 12]]","[125, 10, 266]","[[8, 7], [10, 3], [8, 7]]","[151, 57, 151]","[[7, 8], [9, 1], [8, 4]]","[174, 8, 79]"
3_12_670,intermediate_case2,intermediate_case2/3_12_670.txt,3,A,"[[8, 8], [11, 3], [10, 6]]","[175, 58, 129]","[[6, 6], [9, 1], [10, 9]]","[125, 8, 201]","[[6, 7], [11, 3], [9, 5]]","[149, 58, 104]","[[7, 7], [10, 2], [9, 5]]","[150, 33, 104]"
3_12_672,intermediate_case2,intermediate_case2/3_12_672.txt,3,B,"[[8, 10], [9, 4], [6, 6]]","[223, 80, 125]","[[2, 12], [9, 2], [6, 7]]","[265, 32, 149]","[[5, 11], [7, 3], [6, 7]]","[244, 54, 149]","[[3, 11], [8, 2], [6, 7]]","[242, 31, 149]"
3_12_673,intermediate_case2,intermediate_case2/3_12_673.txt,3,A,"[[10, 8], [6, 1], [8, 4]]","[177, 5, 79]","[[6, 6], [8, 1], [5, 3]]","[125, 7, 52]","[[7, 3], [8, 2], [8, 3]]","[54, 31, 55]","[[10, 7], [7, 1], [9, 4]]","[153, 6, 80]"
3_12_674,intermediate_case2,intermediate_case2/3_12_674.txt,3,B,"[[5, 4], [6, 6], [10, 11]]","[76, 125, 249]","[[8, 5], [7, 7], [8, 6]]","[103, 150, 127]","[[6, 3], [6, 8], [6, 6]]","[53, 173, 125]","[[8, 4], [6, 6], [7, 5]]","[79, 125, 102]"
3_12_676,intermediate_case2,intermediate_case2/3_12_676.txt,3,B,"[[6, 6], [4, 3], [5, 11]]","[125, 51, 244]","[[1, 7], [6, 2], [4, 5]]","[144, 29, 99]","[[1, 4], [6, 2], [4, 6]]","[72, 29, 123]","[[2, 6], [5, 2], [4, 4]]","[121, 28, 75]"
3_12_677,intermediate_case2,intermediate_case2/3_12_677.txt,3,C,"[[1, 8], [6, 6], [1, 9]]","[168, 125, 192]","[[1, 8], [8, 4], [4, 6]]","[168, 79, 123]","[[6, 9], [11, 1], [9, 5]]","[197, 10, 104]","[[5, 9], [10, 2], [8, 6]]","[196, 33, 127]"
3_12_680,intermediate_case2,intermediate_case2/3_12_680.txt,3,B,"[[7, 4], [6, 6], [9, 4]]","[78, 125, 80]","[[6, 4], [8, 9], [7, 7]]","[77, 199, 150]","[[6, 3], [6, 7], [6, 5]]","[53, 149, 101]","[[7, 3], [7, 10], [7, 7]]","[54, 222, 150]"
3_12_681,intermediate_case2,intermediate_case2/3_12_681.txt,3,C,"[[5, 12], [11, 11], [6, 6]]","[268, 250, 125]","[[6, 12], [10, 11], [8, 11]]","[269, 249, 247]","[[7, 10], [11, 12], [9, 11]]","[222, 274, 248]","[[7, 11], [10, 12], [9, 12]]","[246, 273, 272]"
3_12_684,intermediate_case2,intermediate_case2/3_12_684.txt,3,A,"[[1, 10], [5, 4], [3, 7]]","[216, 76, 146]","[[4, 12], [4, 5], [6, 6]]","[267, 99, 125]","[[1, 10], [5, 6], [3, 8]]","[216, 124, 170]","[[2, 11], [4, 4], [3, 8]]","[241, 75, 170]"
3_12_685,intermediate_case2,intermediate_case2/3_12_685.txt,3,B,"[[6, 6], [3, 9], [4, 4]]","[125, 194, 75]","[[5, 8], [3, 7], [4, 8]]","[172, 146, 171]","[[5, 6], [5, 10], [5, 8]]","[124, 220, 172]","[[4, 7], [4, 8], [4, 8]]","[147, 171, 171]"
3_12_686,intermediate_case2,intermediate_case2/3_12_686.txt,3,C,"[[1, 7], [6, 6], [7, 6]]","[144, 125, 126]","[[2, 8], [8, 8], [5, 8]]","[169, 175, 172]","[[4, 11], [10, 6], [7, 9]]","[243, 129, 198]","[[3, 12], [9, 7], [6, 10]]","[266, 152, 221]"
3_12_687,intermediate_case2,intermediate_case2/3_12_687.txt,3,B,"[[3, 8], [7, 12], [6, 6]]","[170, 270, 125]","[[4, 3], [8, 9], [6, 6]]","[51, 199, 125]","[[2, 7], [9, 11], [6, 9]]","[145, 248, 197]","[[5, 4], [8, 10], [7, 7]]","[76, 223, 150]"
3_12_689,intermediate_case2,intermediate_case2/3_12_689.txt,3,D,"[[4, 4], [6, 6], [6, 5]]","[75, 125, 101]","[[4, 7], [3, 5], [4, 6]]","[147, 98, 123]","[[5, 5], [6, 6], [6, 6]]","[100, 125, 125]","[[5, 6], [7, 6], [6, 6]]","[124, 126, 125]"
3_12_69,intermediate_case2,intermediate_case2/3_12_69.txt,3,A,"[[7, 3], [1, 11], [4, 7]]","[54, 240, 147]","[[3, 2], [4, 9], [6, 6]]","[26, 195, 125]","[[3, 2], [4, 10], [4, 6]]","[26, 219, 123]","[[6, 3], [2, 12], [4, 8]]","[53, 265, 171]"
3_12_690,intermediate_case2,intermediate_case2/3_12_690.txt,3,D,"[[11, 10], [4, 12], [6, 6]]","[226, 267, 125]","[[12, 11], [4, 12], [9, 11]]","[251, 267, 248]","[[11, 10], [1, 12], [7, 12]]","[226, 264, 270]","[[11, 9], [1, 12], [6, 11]]","[202, 264, 245]"
3_12_692,intermediate_case2,intermediate_case2/3_12_692.txt,3,A,"[[5, 5], [7, 9], [6, 7]]","[100, 198, 149]","[[4, 3], [6, 6], [10, 3]]","[51, 125, 57]","[[5, 7], [8, 8], [7, 8]]","[148, 175, 174]","[[4, 6], [6, 8], [5, 7]]","[123, 173, 148]"
3_12_693,intermediate_case2,intermediate_case2/3_12_693.txt,3,D,"[[10, 2], [5, 11], [6, 6]]","[33, 244, 125]","[[9, 2], [6, 11], [8, 7]]","[32, 245, 151]","[[7, 1], [7, 12], [7, 7]]","[6, 270, 150]","[[7, 2], [7, 11], [7, 7]]","[30, 246, 150]"
3_12_694,intermediate_case2,intermediate_case2/3_12_694.txt,3,C,"[[6, 6], [4, 4], [10, 5]]","[125, 75, 105]","[[3, 5], [2, 4], [5, 5]]","[98, 73, 100]","[[3, 4], [1, 3], [2, 4]]","[74, 48, 73]","[[3, 5], [2, 2], [3, 4]]","[98, 25, 74]"
3_12_695,intermediate_case2,intermediate_case2/3_12_695.txt,3,B,"[[1, 11], [6, 6], [7, 7]]","[240, 125, 150]","[[1, 10], [6, 2], [3, 6]]","[216, 29, 122]","[[3, 12], [6, 6], [5, 10]]","[266, 125, 220]","[[1, 9], [7, 3], [4, 6]]","[192, 54, 123]"
3_12_697,intermediate_case2,intermediate_case2/3_12_697.txt,3,A,"[[3, 4], [3, 8], [3, 6]]","[74, 170, 122]","[[6, 6], [1, 9], [5, 10]]","[125, 192, 220]","[[5, 5], [2, 7], [4, 6]]","[100, 145, 123]","[[4, 5], [4, 9], [4, 7]]","[99, 195, 147]"
3_12_698,intermediate_case2,intermediate_case2/3_12_698.txt,3,C,"[[9, 3], [6, 6], [12, 8]]","[56, 125, 179]","[[6, 4], [3, 4], [7, 4]]","[77, 74, 78]","[[6, 7], [4, 6], [5, 7]]","[149, 123, 148]","[[6, 6], [4, 5], [5, 6]]","[125, 99, 124]"
3_12_699,intermediate_case2,intermediate_case2/3_12_699.txt,3,A,"[[9, 5], [10, 4], [10, 5]]","[104, 81, 105]","[[6, 4], [9, 4], [6, 6]]","[77, 80, 125]","[[7, 4], [10, 5], [9, 5]]","[78, 105, 104]","[[10, 4], [11, 4], [11, 4]]","[81, 82, 82]"
3_12_70,intermediate_case2,intermediate_case2/3_12_70.txt,3,C,"[[6, 6], [5, 1], [8, 11]]","[125, 4, 247]","[[3, 7], [8, 5], [6, 6]]","[146, 103, 125]","[[4, 5], [7, 7], [6, 6]]","[99, 150, 125]","[[3, 6], [7, 6], [5, 6]]","[122, 126, 124]"
3_12_700,intermediate_case2,intermediate_case2/3_12_700.txt,3,C,"[[6, 6], [9, 7], [5, 7]]","[125, 152, 148]","[[5, 6], [7, 9], [6, 8]]","[124, 198, 173]","[[6, 5], [5, 9], [6, 7]]","[101, 196, 149]","[[7, 4], [6, 8], [7, 6]]","[78, 173, 126]"
3_12_701,intermediate_case2,intermediate_case2/3_12_701.txt,3,C,"[[2, 2], [6, 6], [7, 1]]","[25, 125, 6]","[[1, 7], [9, 4], [5, 6]]","[144, 80, 124]","[[2, 7], [10, 5], [6, 6]]","[145, 105, 125]","[[1, 7], [9, 5], [5, 6]]","[144, 104, 124]"
3_12_703,intermediate_case2,intermediate_case2/3_12_703.txt,3,C,"[[6, 6], [11, 10], [7, 8]]","[125, 226, 174]","[[4, 6], [10, 9], [8, 8]]","[123, 201, 175]","[[6, 7], [8, 12], [7, 10]]","[149, 271, 222]","[[7, 6], [8, 11], [8, 9]]","[126, 247, 199]"
3_12_704,intermediate_case2,intermediate_case2/3_12_704.txt,3,A,"[[6, 4], [9, 6], [8, 5]]","[77, 128, 103]","[[7, 6], [6, 6], [11, 11]]","[126, 125, 250]","[[7, 9], [8, 7], [8, 8]]","[198, 151, 175]","[[7, 5], [8, 7], [8, 6]]","[102, 151, 127]"
3_12_705,intermediate_case2,intermediate_case2/3_12_705.txt,3,C,"[[7, 3], [7, 5], [6, 6]]","[54, 102, 125]","[[5, 2], [7, 3], [6, 3]]","[28, 54, 53]","[[7, 2], [7, 5], [7, 4]]","[30, 102, 78]","[[6, 2], [8, 4], [7, 3]]","[29, 79, 54]"
3_12_706,intermediate_case2,intermediate_case2/3_12_706.txt,3,C,"[[6, 6], [11, 6], [9, 11]]","[125, 130, 248]","[[5, 7], [12, 8], [9, 8]]","[148, 179, 176]","[[3, 8], [11, 6], [7, 7]]","[170, 130, 150]","[[4, 9], [11, 7], [8, 8]]","[195, 154, 175]"
3_12_707,intermediate_case2,intermediate_case2/3_12_707.txt,3,C,"[[2, 7], [6, 6], [11, 9]]","[145, 125, 202]","[[2, 5], [6, 5], [6, 5]]","[97, 101, 101]","[[2, 6], [5, 2], [4, 4]]","[121, 28, 75]","[[2, 7], [5, 3], [4, 5]]","[145, 52, 99]"
3_12_709,intermediate_case2,intermediate_case2/3_12_709.txt,3,C,"[[6, 6], [12, 11], [4, 4]]","[125, 251, 75]","[[3, 7], [12, 8], [8, 8]]","[146, 179, 175]","[[3, 7], [12, 11], [8, 9]]","[146, 251, 199]","[[3, 8], [12, 12], [8, 10]]","[170, 275, 223]"
3_12_71,intermediate_case2,intermediate_case2/3_12_71.txt,3,A,"[[4, 5], [5, 7], [5, 6]]","[99, 148, 124]","[[6, 5], [6, 6], [5, 7]]","[101, 125, 148]","[[7, 3], [8, 7], [8, 5]]","[54, 151, 103]","[[5, 4], [6, 8], [6, 6]]","[76, 173, 125]"
3_12_710,intermediate_case2,intermediate_case2/3_12_710.txt,3,C,"[[6, 4], [6, 6], [5, 5]]","[77, 125, 100]","[[5, 4], [8, 4], [7, 4]]","[76, 79, 78]","[[8, 8], [12, 4], [10, 6]]","[175, 83, 129]","[[7, 7], [11, 3], [9, 5]]","[150, 58, 104]"
3_12_711,intermediate_case2,intermediate_case2/3_12_711.txt,3,A,"[[6, 5], [9, 1], [8, 3]]","[101, 8, 55]","[[5, 8], [8, 1], [6, 6]]","[172, 7, 125]","[[7, 5], [7, 1], [7, 3]]","[102, 6, 54]","[[7, 6], [8, 1], [8, 4]]","[126, 7, 79]"
3_12_712,intermediate_case2,intermediate_case2/3_12_712.txt,3,B,"[[6, 6], [4, 7], [11, 5]]","[125, 147, 106]","[[3, 10], [4, 8], [4, 9]]","[218, 171, 195]","[[7, 7], [6, 5], [7, 6]]","[150, 101, 126]","[[4, 9], [5, 8], [5, 9]]","[195, 172, 196]"
3_12_714,intermediate_case2,intermediate_case2/3_12_714.txt,3,D,"[[4, 1], [4, 5], [6, 6]]","[3, 99, 125]","[[6, 1], [7, 2], [7, 1]]","[5, 30, 6]","[[5, 1], [9, 2], [7, 1]]","[4, 32, 6]","[[4, 1], [8, 2], [6, 1]]","[3, 31, 5]"
3_12_716,intermediate_case2,intermediate_case2/3_12_716.txt,3,A,"[[12, 5], [3, 7], [8, 6]]","[107, 146, 127]","[[12, 7], [6, 6], [10, 12]]","[155, 125, 273]","[[12, 8], [4, 6], [9, 7]]","[179, 123, 152]","[[12, 6], [4, 8], [8, 7]]","[131, 171, 151]"
3_12_717,intermediate_case2,intermediate_case2/3_12_717.txt,3,D,"[[12, 4], [5, 1], [6, 6]]","[83, 4, 125]","[[11, 8], [6, 3], [9, 6]]","[178, 53, 128]","[[12, 10], [8, 5], [10, 8]]","[227, 103, 177]","[[12, 9], [8, 4], [11, 7]]","[203, 79, 154]"
3_12_719,intermediate_case2,intermediate_case2/3_12_719.txt,3,C,"[[9, 6], [6, 6], [7, 3]]","[128, 125, 54]","[[11, 3], [3, 4], [7, 4]]","[58, 74, 78]","[[12, 4], [3, 5], [8, 5]]","[83, 98, 103]","[[11, 4], [2, 4], [7, 4]]","[82, 73, 78]"
3_12_72,intermediate_case2,intermediate_case2/3_12_72.txt,3,B,"[[2, 4], [8, 5], [6, 6]]","[73, 103, 125]","[[1, 5], [11, 7], [6, 6]]","[96, 154, 125]","[[1, 5], [10, 5], [6, 5]]","[96, 105, 101]","[[1, 5], [10, 6], [5, 6]]","[96, 129, 124]"
3_12_721,intermediate_case2,intermediate_case2/3_12_721.txt,3,C,"[[6, 6], [2, 4], [5, 1]]","[125, 73, 4]","[[5, 2], [6, 1], [6, 2]]","[28, 5, 29]","[[5, 3], [5, 2], [5, 2]]","[52, 28, 28]","[[6, 2], [5, 1], [6, 1]]","[29, 4, 5]"
3_12_722,intermediate_case2,intermediate_case2/3_12_722.txt,3,B,"[[3, 6], [6, 6], [4, 7]]","[122, 125, 147]","[[3, 12], [10, 8], [7, 11]]","[266, 177, 246]","[[4, 9], [7, 7], [6, 8]]","[195, 150, 173]","[[2, 12], [9, 7], [6, 10]]","[265, 152, 221]"
3_12_723,intermediate_case2,intermediate_case2/3_12_723.txt,3,D,"[[1, 6], [5, 7], [6, 6]]","[120, 148, 125]","[[3, 6], [5, 5], [4, 6]]","[122, 100, 123]","[[2, 3], [4, 4], [3, 4]]","[49, 75, 74]","[[1, 3], [3, 4], [2, 4]]","[48, 74, 73]"
3_12_724,intermediate_case2,intermediate_case2/3_12_724.txt,3,D,"[[6, 6], [11, 3], [10, 4]]","[125, 58, 81]","[[8, 7], [12, 2], [11, 5]]","[151, 35, 106]","[[10, 6], [11, 1], [11, 3]]","[129, 10, 58]","[[11, 6], [12, 1], [12, 3]]","[130, 11, 59]"
3_12_725,intermediate_case2,intermediate_case2/3_12_725.txt,3,C,"[[6, 8], [6, 6], [7, 4]]","[173, 125, 78]","[[5, 7], [6, 7], [6, 7]]","[148, 149, 149]","[[3, 6], [4, 8], [4, 7]]","[122, 171, 147]","[[4, 6], [3, 7], [4, 7]]","[123, 146, 147]"
3_12_726,intermediate_case2,intermediate_case2/3_12_726.txt,3,A,"[[8, 4], [4, 6], [6, 5]]","[79, 123, 101]","[[6, 8], [1, 1], [6, 6]]","[173, 0, 125]","[[7, 5], [3, 3], [5, 4]]","[102, 50, 76]","[[9, 5], [4, 5], [7, 5]]","[104, 99, 102]"
3_12_727,intermediate_case2,intermediate_case2/3_12_727.txt,3,C,"[[6, 6], [3, 1], [2, 1]]","[125, 2, 1]","[[5, 6], [1, 1], [3, 4]]","[124, 0, 74]","[[7, 5], [2, 3], [5, 4]]","[102, 49, 76]","[[7, 4], [1, 3], [4, 4]]","[78, 48, 75]"
3_12_728,intermediate_case2,intermediate_case2/3_12_728.txt,3,D,"[[11, 8], [6, 6], [10, 12]]","[178, 125, 273]","[[12, 8], [6, 8], [9, 8]]","[179, 173, 176]","[[11, 7], [5, 10], [8, 9]]","[154, 220, 199]","[[12, 6], [6, 11], [9, 9]]","[131, 245, 200]"
3_12_729,intermediate_case2,intermediate_case2/3_12_729.txt,3,B,"[[11, 3], [2, 8], [6, 6]]","[58, 169, 125]","[[9, 2], [5, 11], [7, 7]]","[32, 244, 150]","[[9, 1], [1, 11], [5, 6]]","[8, 240, 124]","[[10, 1], [4, 12], [7, 7]]","[9, 267, 150]"
3_12_73,intermediate_case2,intermediate_case2/3_12_73.txt,3,D,"[[6, 6], [12, 1], [9, 2]]","[125, 11, 32]","[[8, 7], [8, 3], [8, 5]]","[151, 55, 103]","[[8, 7], [9, 2], [8, 6]]","[151, 32, 127]","[[9, 8], [9, 2], [9, 5]]","[176, 32, 104]"
3_12_730,intermediate_case2,intermediate_case2/3_12_730.txt,3,B,"[[6, 6], [2, 10], [11, 5]]","[125, 217, 106]","[[6, 9], [5, 10], [6, 10]]","[197, 220, 221]","[[9, 9], [6, 11], [8, 10]]","[200, 245, 223]","[[7, 9], [6, 11], [7, 10]]","[198, 245, 222]"
3_12_731,intermediate_case2,intermediate_case2/3_12_731.txt,3,A,"[[9, 9], [7, 11], [8, 10]]","[200, 246, 223]","[[11, 7], [6, 6], [2, 7]]","[154, 125, 145]","[[9, 6], [8, 8], [7, 7]]","[128, 175, 150]","[[9, 8], [6, 10], [8, 9]]","[176, 221, 199]"
3_12_732,intermediate_case2,intermediate_case2/3_12_732.txt,3,A,"[[5, 2], [3, 10], [4, 6]]","[28, 218, 123]","[[2, 2], [1, 11], [6, 6]]","[25, 240, 125]","[[4, 1], [5, 11], [5, 6]]","[3, 244, 124]","[[5, 3], [4, 11], [5, 7]]","[52, 243, 148]"
3_12_733,intermediate_case2,intermediate_case2/3_12_733.txt,3,B,"[[6, 6], [9, 12], [8, 7]]","[125, 272, 151]","[[12, 8], [8, 11], [10, 10]]","[179, 247, 225]","[[10, 7], [7, 12], [9, 10]]","[153, 270, 224]","[[11, 7], [9, 10], [10, 9]]","[154, 224, 201]"
3_12_734,intermediate_case2,intermediate_case2/3_12_734.txt,3,D,"[[12, 1], [6, 6], [12, 5]]","[11, 125, 107]","[[11, 4], [4, 5], [8, 5]]","[82, 99, 103]","[[10, 3], [2, 3], [7, 3]]","[57, 49, 54]","[[11, 2], [1, 4], [6, 3]]","[34, 72, 53]"
3_12_735,intermediate_case2,intermediate_case2/3_12_735.txt,3,B,"[[3, 3], [5, 11], [6, 6]]","[50, 244, 125]","[[3, 3], [9, 12], [6, 8]]","[50, 272, 173]","[[5, 1], [6, 10], [6, 6]]","[4, 221, 125]","[[3, 2], [9, 12], [6, 8]]","[26, 272, 173]"
3_12_736,intermediate_case2,intermediate_case2/3_12_736.txt,3,B,"[[6, 6], [4, 1], [4, 11]]","[125, 3, 243]","[[9, 9], [6, 2], [8, 6]]","[200, 29, 127]","[[6, 7], [6, 4], [6, 6]]","[149, 77, 125]","[[10, 9], [7, 1], [9, 5]]","[201, 6, 104]"
3_12_737,intermediate_case2,intermediate_case2/3_12_737.txt,3,D,"[[10, 2], [6, 6], [10, 9]]","[33, 125, 201]","[[12, 3], [5, 5], [9, 4]]","[59, 100, 80]","[[10, 5], [7, 8], [9, 7]]","[105, 174, 152]","[[11, 5], [7, 7], [9, 6]]","[106, 150, 128]"
3_12_738,intermediate_case2,intermediate_case2/3_12_738.txt,3,D,"[[1, 2], [9, 4], [6, 6]]","[24, 80, 125]","[[1, 1], [10, 3], [5, 2]]","[0, 57, 28]","[[3, 3], [9, 4], [6, 4]]","[50, 80, 77]","[[2, 4], [10, 3], [6, 4]]","[73, 57, 77]"
3_12_739,intermediate_case2,intermediate_case2/3_12_739.txt,3,C,"[[6, 6], [5, 3], [10, 3]]","[125, 52, 57]","[[8, 9], [7, 2], [8, 6]]","[199, 30, 127]","[[10, 8], [8, 2], [9, 5]]","[177, 31, 104]","[[9, 8], [7, 1], [8, 4]]","[176, 6, 79]"
3_12_74,intermediate_case2,intermediate_case2/3_12_74.txt,3,C,"[[9, 9], [6, 6], [1, 7]]","[200, 125, 144]","[[12, 8], [7, 6], [6, 7]]","[179, 126, 149]","[[11, 7], [8, 10], [10, 9]]","[154, 223, 201]","[[12, 7], [7, 9], [10, 8]]","[155, 198, 177]"
3_12_740,intermediate_case2,intermediate_case2/3_12_740.txt,3,D,"[[8, 5], [6, 6], [2, 7]]","[103, 125, 145]","[[6, 6], [8, 3], [7, 5]]","[125, 55, 102]","[[5, 4], [6, 1], [6, 3]]","[76, 5, 53]","[[6, 3], [6, 2], [6, 3]]","[53, 29, 53]"
3_12_741,intermediate_case2,intermediate_case2/3_12_741.txt,3,B,"[[1, 2], [12, 5], [6, 6]]","[24, 107, 125]","[[2, 5], [9, 6], [6, 6]]","[97, 128, 125]","[[2, 4], [10, 6], [6, 5]]","[73, 129, 101]","[[2, 4], [10, 7], [6, 6]]","[73, 153, 125]"
3_12_742,intermediate_case2,intermediate_case2/3_12_742.txt,3,D,"[[6, 6], [2, 3], [12, 2]]","[125, 49, 35]","[[5, 7], [1, 1], [7, 4]]","[148, 0, 78]","[[4, 7], [1, 2], [3, 5]]","[147, 24, 98]","[[4, 8], [2, 1], [3, 5]]","[171, 1, 98]"
3_12_744,intermediate_case2,intermediate_case2/3_12_744.txt,3,D,"[[7, 8], [6, 7], [6, 6]]","[174, 149, 125]","[[6, 9], [4, 6], [5, 8]]","[197, 123, 172]","[[10, 7], [4, 8], [7, 8]]","[153, 171, 174]","[[9, 8], [5, 8], [7, 8]]","[176, 172, 174]"
3_12_745,intermediate_case2,intermediate_case2/3_12_745.txt,3,A,"[[7, 6], [3, 9], [5, 8]]","[126, 194, 172]","[[6, 6], [5, 12], [10, 10]]","[125, 268, 225]","[[3, 6], [4, 12], [5, 10]]","[122, 267, 220]","[[7, 5], [4, 10], [6, 8]]","[102, 219, 173]"
3_12_746,intermediate_case2,intermediate_case2/3_12_746.txt,3,A,"[[5, 5], [6, 12], [6, 9]]","[100, 269, 197]","[[6, 10], [6, 6], [7, 1]]","[221, 125, 6]","[[8, 8], [5, 10], [7, 6]]","[175, 220, 126]","[[6, 5], [5, 11], [6, 8]]","[101, 244, 173]"
